text,label
Recurring images and symbols build meaning better than I expected. Planted a mirror motif halfway through and it tied the whole thing together.,archive
"Sensory details stick better than exposition. Instead of ""she was nervous,"" describe the specific physical sensation.",archive
Follow up with the procurement team about the Q3 budget approval by end of business Friday.,actionable
"Collaborative study groups are hit or miss—only valuable if people actually prep and don't just gossip, otherwise solo study is better.",archive
"Takeaway: annual health checkups catch issues early, way cheaper than emergency visits",archive
Email grad coordinator about transcript request for job applications.,actionable
Remember to water the plants before I leave work,ephemeral
Optimize the customer search query that's been timing out under load.,actionable
"Partner and I needed explicit conversations about money values not just numbers - debt vs investment philosophy, legacy goals, spending triggers. Numbers without alignment causes friction.",archive
Check if gym bag is still in car trunk,ephemeral
Turn in the problem set before the 11:59 deadline or it auto-rejects.,actionable
Starting scenes late and ending them early cuts 20 percent of fluff automatically. Readers don't need the approach to the door.,archive
"Lunch was disappointing today, try that other place next week",ephemeral
Call accounting about the expense report discrepancy.,ephemeral
Ask Sarah about the database migration timeline during standup,ephemeral
Lesson learned: scheduling phone calls with family on Wednesday evenings creates consistent touchpoints,archive
"The linter is complaining about formatting again, just fix it",ephemeral
Dependency updates aren't scary if you do them weekly. Batch them quarterly and you're in for a painful weekend.,archive
"That presentation was way too long, could've been an email",ephemeral
Insurance renewal notice - do it today or forget,ephemeral
Grab receipts from jacket pocket and add to expense tracker.,ephemeral
Review and merge the three PRs in the queue by EOD Friday.,actionable
Remember to turn off the printer before leaving,ephemeral
Fold the laundry sitting on the chair before someone notices,ephemeral
"Cancel gym membership finally, haven't been in 3 months and it's a waste.",actionable
"That Slack message from Derek was weird but probably nothing, check in with him later",ephemeral
Contact DevOps about setting up monitoring alerts for the production environment.,actionable
Monitoring without alerting is useless. Set thresholds that actually matter or you'll ignore everything.,archive
"Rebalance the portfolio when market settles down, too heavy in tech right now.",ephemeral
Remember to send the Q3 budget spreadsheet to Finance before EOD.,ephemeral
Reset my password before the system locks me out,ephemeral
"Optimize the search query performance, it's timing out on large datasets.",actionable
"Bring umbrella tomorrow, rain in forecast",ephemeral
Coffee before the 2pm call or I'll fall asleep,ephemeral
Tax filing deadline extensions buy time to find missed deductions. Extend every year just in case.,archive
"Vendor consolidation reduced tooling costs 35 percent and cognitive load for teams managing integrations, worth the migration pain.",archive
"Close the conference room window before leaving, it's cold in here.",ephemeral
Jot down the WiFi password for the new guest account,ephemeral
"Decision: set up automatic transfers to savings account right after paycheck, removes temptation to spend",archive
Check the bank statement for that subscription I wanted to cancel.,ephemeral
